recorder log-log
Timestamp: 21 de jan de 2021 19:58:25
ConsLimit: 4
ConsolidationLimit: 500
Consolidationrandom: 50
D: 4
DecayStartPoint: 1000
Decayrandom: 40
FindspaceSteps: 2
FindspaceSteps2: 2
FindspaceSteps3: 2
Log: 0
NumAgents: 100
PercentageBlue: 50
PercentageYellow: 40
Percentagered: 10
Pred: 7
Predrandom: 25
SpaceSize: 51


"tick","log Time","log Inactive Agents"
48.0,3.871201010907891,3.713572066704308
49.0,3.8918202981106265,3.713572066704308
50.0,3.912023005428146,3.713572066704308
51.0,3.9318256327243257,3.871201010907891
52.0,3.9512437185814275,3.871201010907891
53.0,3.970291913552122,3.871201010907891
54.0,3.9889840465642745,3.871201010907891
55.0,4.007333185232471,3.871201010907891
56.0,4.02535169073515,3.871201010907891
57.0,4.04305126783455,3.871201010907891
58.0,4.060443010546419,3.871201010907891
59.0,4.07753744390572,3.871201010907891
60.0,4.0943445622221,3.871201010907891
61.0,4.110873864173311,3.871201010907891
62.0,4.127134385045092,3.871201010907891
63.0,4.143134726391533,3.871201010907891
64.0,4.1588830833596715,3.871201010907891
65.0,4.174387269895637,3.871201010907891
66.0,4.189654742026425,3.871201010907891
67.0,4.204692619390966,3.871201010907891
68.0,4.219507705176107,3.871201010907891
69.0,4.23410650459726,3.871201010907891
70.0,4.248495242049359,3.871201010907891
71.0,4.2626798770413155,3.871201010907891
72.0,4.276666119016055,3.871201010907891
73.0,4.290459441148391,3.871201010907891
74.0,4.30406509320417,3.871201010907891
75.0,4.31748811353631,3.871201010907891
76.0,4.330733340286331,3.871201010907891
77.0,4.343805421853684,3.871201010907891
78.0,4.356708826689592,3.871201010907891
79.0,4.3694478524670215,3.871201010907891
80.0,4.382026634673881,3.871201010907891
81.0,4.394449154672439,3.871201010907891
82.0,4.406719247264253,3.871201010907891
83.0,4.418840607796598,3.871201010907891
84.0,4.430816798843313,3.871201010907891
85.0,4.442651256490317,3.871201010907891
86.0,4.454347296253507,3.871201010907891
87.0,4.465908118654584,3.871201010907891
88.0,4.477336814478207,3.871201010907891
89.0,4.48863636973214,3.871201010907891
90.0,4.499809670330265,3.871201010907891
91.0,4.51085950651685,3.871201010907891
92.0,4.5217885770490405,3.871201010907891
93.0,4.532599493153256,3.871201010907891
94.0,4.543294782270004,3.871201010907891
95.0,4.553876891600541,3.871201010907891
96.0,4.564348191467836,3.871201010907891
97.0,4.574710978503383,3.871201010907891
98.0,4.584967478670572,3.871201010907891
99.0,4.59511985013459,3.871201010907891
100.0,4.605170185988092,3.871201010907891
101.0,4.61512051684126,3.871201010907891
102.0,4.624972813284271,3.871201010907891
103.0,4.634728988229636,3.8918202981106265
104.0,4.6443908991413725,3.8918202981106265
105.0,4.653960350157523,3.912023005428146
106.0,4.663439094112067,3.912023005428146
107.0,4.672828834461906,3.912023005428146
108.0,4.68213122712422,3.9318256327243257
109.0,4.6913478822291435,3.9318256327243257
110.0,4.700480365792417,3.9318256327243257
111.0,4.709530201312334,3.9318256327243257
112.0,4.718498871295094,3.9318256327243257
113.0,4.727387818712341,3.9318256327243257
114.0,4.736198448394496,3.9512437185814275
115.0,4.74493212836325,3.970291913552122
116.0,4.7535901911063645,3.970291913552122
117.0,4.762173934797756,3.970291913552122
118.0,4.770684624465665,3.970291913552122
119.0,4.77912349311153,3.970291913552122
120.0,4.787491742782046,3.970291913552122
121.0,4.795790545596741,3.970291913552122
122.0,4.804021044733257,3.970291913552122
123.0,4.812184355372417,3.970291913552122
124.0,4.820281565605037,3.970291913552122
125.0,4.8283137373023015,3.970291913552122
126.0,4.836281906951478,3.970291913552122
127.0,4.844187086458591,3.970291913552122
128.0,4.852030263919617,3.970291913552122
129.0,4.859812404361672,3.970291913552122
130.0,4.867534450455582,3.970291913552122
131.0,4.875197323201151,3.970291913552122
132.0,4.882801922586371,3.970291913552122
133.0,4.890349128221754,3.970291913552122
134.0,4.897839799950911,3.9889840465642745
135.0,4.90527477843843,3.9889840465642745
136.0,4.912654885736052,3.9889840465642745
137.0,4.919980925828125,3.9889840465642745
138.0,4.927253685157205,3.9889840465642745
139.0,4.9344739331306915,3.9889840465642745
140.0,4.941642422609304,3.9889840465642745
141.0,4.948759890378168,3.9889840465642745
142.0,4.955827057601261,3.9889840465642745
143.0,4.962844630259907,3.9889840465642745
144.0,4.969813299576001,3.9889840465642745
145.0,4.976733742420574,3.9889840465642745
146.0,4.983606621708336,3.9889840465642745
147.0,4.990432586778736,3.9889840465642745
148.0,4.997212273764115,3.9889840465642745
149.0,5.003946305945459,3.9889840465642745
150.0,5.0106352940962555,3.9889840465642745
151.0,5.017279836814924,3.9889840465642745
152.0,5.0238805208462765,3.9889840465642745
153.0,5.030437921392435,3.9889840465642745
154.0,5.0369526024136295,3.9889840465642745
155.0,5.043425116919247,3.9889840465642745
156.0,5.049856007249537,3.9889840465642745
157.0,5.056245805348308,3.9889840465642745
158.0,5.062595033026967,3.9889840465642745
159.0,5.0689042022202315,3.9889840465642745
160.0,5.075173815233827,3.9889840465642745
161.0,5.081404364984463,3.9889840465642745
162.0,5.087596335232384,3.9889840465642745
163.0,5.093750200806762,3.9889840465642745
164.0,5.099866427824199,3.9889840465642745
165.0,5.10594547390058,3.9889840465642745
166.0,5.111987788356544,3.9889840465642745
167.0,5.117993812416755,3.9889840465642745
168.0,5.123963979403259,3.9889840465642745
169.0,5.1298987149230735,3.9889840465642745
170.0,5.135798437050262,3.9889840465642745
171.0,5.14166355650266,3.9889840465642745
172.0,5.147494476813453,3.9889840465642745
173.0,5.153291594497779,3.9889840465642745
174.0,5.159055299214529,3.9889840465642745
175.0,5.1647859739235145,3.9889840465642745
176.0,5.170483995038151,3.9889840465642745
177.0,5.176149732573829,3.9889840465642745
178.0,5.181783550292085,3.9889840465642745
179.0,5.187385805840755,3.9889840465642745
180.0,5.19295685089021,3.9889840465642745
181.0,5.198497031265826,3.9889840465642745
182.0,5.204006687076795,3.9889840465642745
183.0,5.209486152841421,3.9889840465642745
184.0,5.214935757608986,3.9889840465642745
185.0,5.220355825078324,3.9889840465642745
186.0,5.225746673713202,3.9889840465642745
187.0,5.231108616854587,3.9889840465642745
188.0,5.236441962829949,3.9889840465642745
189.0,5.241747015059643,3.9889840465642745
190.0,5.247024072160486,3.9889840465642745
191.0,5.25227342804663,3.9889840465642745
192.0,5.2574953720277815,4.007333185232471
193.0,5.262690188904886,4.007333185232471
194.0,5.267858159063328,4.007333185232471
195.0,5.272999558563747,4.007333185232471
196.0,5.278114659230517,4.007333185232471
197.0,5.2832037287379885,4.007333185232471
198.0,5.288267030694535,4.007333185232471
199.0,5.293304824724492,4.007333185232471
200.0,5.298317366548036,4.007333185232471
201.0,5.303304908059076,4.007333185232471
202.0,5.308267697401205,4.02535169073515
203.0,5.313205979041787,4.02535169073515
204.0,5.318119993844216,4.02535169073515
205.0,5.3230099791384085,4.02535169073515
206.0,5.327876168789581,4.02535169073515
207.0,5.332718793265369,4.02535169073515
208.0,5.337538079701318,4.02535169073515
209.0,5.342334251964811,4.02535169073515
210.0,5.3471075307174685,4.02535169073515
211.0,5.351858133476067,4.02535169073515
212.0,5.356586274672012,4.02535169073515
213.0,5.3612921657094255,4.02535169073515
214.0,5.365976015021851,4.02535169073515
215.0,5.3706380281276624,4.02535169073515
216.0,5.375278407684165,4.02535169073515
217.0,5.37989735354046,4.02535169073515
218.0,5.384495062789089,4.02535169073515
219.0,5.389071729816501,4.02535169073515
220.0,5.393627546352362,4.02535169073515
221.0,5.3981627015177525,4.04305126783455
222.0,5.402677381872279,4.04305126783455
223.0,5.407171771460119,4.04305126783455
224.0,5.4116460518550396,4.04305126783455
225.0,5.41610040220442,4.04305126783455
226.0,5.420534999272286,4.04305126783455
227.0,5.424950017481403,4.04305126783455
228.0,5.429345628954441,4.04305126783455
229.0,5.43372200355424,4.04305126783455
230.0,5.438079308923196,4.04305126783455
231.0,5.442417710521793,4.04305126783455
232.0,5.44673737166631,4.04305126783455
233.0,5.4510384535657,4.04305126783455
234.0,5.455321115357702,4.04305126783455
235.0,5.459585514144159,4.04305126783455
236.0,5.4638318050256105,4.04305126783455
237.0,5.4680601411351315,4.04305126783455
238.0,5.472270673671475,4.04305126783455
239.0,5.476463551931511,4.04305126783455
240.0,5.480638923341991,4.04305126783455
241.0,5.484796933490655,4.04305126783455
242.0,5.488937726156687,4.04305126783455
243.0,5.493061443340548,4.04305126783455
244.0,5.497168225293202,4.04305126783455
245.0,5.501258210544727,4.04305126783455
246.0,5.5053315359323625,4.04305126783455
247.0,5.5093883366279774,4.04305126783455
248.0,5.5134287461649825,4.04305126783455
249.0,5.517452896464707,4.04305126783455
250.0,5.521460917862246,4.04305126783455
251.0,5.5254529391317835,4.04305126783455
252.0,5.529429087511423,4.04305126783455
253.0,5.53338948872752,4.04305126783455
254.0,5.537334267018537,4.04305126783455
255.0,5.541263545158426,4.04305126783455
256.0,5.545177444479562,4.04305126783455
257.0,5.54907608489522,4.04305126783455
258.0,5.552959584921617,4.04305126783455
259.0,5.556828061699537,4.04305126783455
260.0,5.560681631015528,4.04305126783455
261.0,5.564520407322694,4.04305126783455
262.0,5.568344503761097,4.04305126783455
263.0,5.572154032177765,4.04305126783455
264.0,5.575949103146316,4.04305126783455
265.0,5.579729825986222,4.04305126783455
266.0,5.583496308781699,4.04305126783455
267.0,5.58724865840025,4.04305126783455
268.0,5.5909869805108565,4.04305126783455
269.0,5.594711379601839,4.04305126783455
270.0,5.598421958998375,4.04305126783455
271.0,5.602118820879701,4.04305126783455
272.0,5.605802066295998,4.04305126783455
273.0,5.60947179518496,4.04305126783455
274.0,5.6131281063880705,4.04305126783455
275.0,5.616771097666572,4.04305126783455
276.0,5.62040086571715,4.04305126783455
277.0,5.6240175061873385,4.04305126783455
278.0,5.627621113690637,4.04305126783455
279.0,5.631211781821365,4.060443010546419
280.0,5.634789603169249,4.060443010546419
281.0,5.638354669333745,4.060443010546419
282.0,5.641907070938114,4.060443010546419
283.0,5.645446897643238,4.060443010546419
284.0,5.648974238161206,4.060443010546419
285.0,5.652489180268651,4.060443010546419
286.0,5.655991810819852,4.060443010546419
287.0,5.659482215759621,4.060443010546419
288.0,5.662960480135946,4.060443010546419
289.0,5.666426688112432,4.060443010546419
290.0,5.66988092298052,4.060443010546419
291.0,5.673323267171493,4.060443010546419
292.0,5.676753802268282,4.060443010546419
293.0,5.680172609017068,4.060443010546419
294.0,5.683579767338681,4.060443010546419
295.0,5.68697535633982,4.060443010546419
296.0,5.69035945432406,4.060443010546419
297.0,5.6937321388027,4.060443010546419
298.0,5.697093486505405,4.060443010546419
299.0,5.700443573390687,4.060443010546419
300.0,5.703782474656201,4.060443010546419
301.0,5.707110264748875,4.060443010546419
302.0,5.71042701737487,4.060443010546419
303.0,5.713732805509369,4.060443010546419
304.0,5.717027701406222,4.060443010546419
305.0,5.720311776607412,4.060443010546419
306.0,5.723585101952381,4.060443010546419
307.0,5.726847747587197,4.060443010546419
308.0,5.730099782973574,4.060443010546419
309.0,5.733341276897746,4.060443010546419
310.0,5.736572297479192,4.060443010546419
311.0,5.739792912179234,4.060443010546419
312.0,5.7430031878094825,4.060443010546419
313.0,5.746203190540153,4.060443010546419
314.0,5.749392985908253,4.060443010546419
315.0,5.752572638825633,4.060443010546419
316.0,5.755742213586912,4.060443010546419
317.0,5.75890177387728,4.060443010546419
318.0,5.762051382780177,4.060443010546419
319.0,5.765191102784844,4.060443010546419
320.0,5.768320995793772,4.07753744390572
321.0,5.771441123130016,4.07753744390572
322.0,5.7745515455444085,4.07753744390572
323.0,5.777652323222656,4.07753744390572
324.0,5.780743515792329,4.07753744390572
325.0,5.783825182329737,4.07753744390572
326.0,5.786897381366708,4.07753744390572
327.0,5.7899601708972535,4.07753744390572
328.0,5.793013608384144,4.07753744390572
329.0,5.796057750765372,4.07753744390572
330.0,5.799092654460526,4.07753744390572
331.0,5.802118375377063,4.07753744390572
332.0,5.805134968916488,4.07753744390572
333.0,5.808142489980444,4.07753744390572
334.0,5.811140992976701,4.07753744390572
335.0,5.814130531825066,4.07753744390572
336.0,5.817111159963204,4.07753744390572
337.0,5.820082930352362,4.07753744390572
338.0,5.823045895483019,4.07753744390572
339.0,5.82600010738045,4.07753744390572
340.0,5.8289456176102075,4.07753744390572
341.0,5.831882477283517,4.07753744390572
342.0,5.834810737062605,4.07753744390572
343.0,5.8377304471659395,4.07753744390572
344.0,5.840641657373398,4.07753744390572
345.0,5.84354441703136,4.07753744390572
346.0,5.846438775057725,4.07753744390572
347.0,5.849324779946859,4.07753744390572
348.0,5.8522024797744745,4.07753744390572
349.0,5.855071922202427,4.07753744390572
350.0,5.857933154483459,4.07753744390572
351.0,5.860786223465865,4.07753744390572
352.0,5.863631175598097,4.07753744390572
353.0,5.8664680569332965,4.07753744390572
354.0,5.869296913133774,4.07753744390572
355.0,5.872117789475416,4.07753744390572
356.0,5.87493073085203,4.07753744390572
357.0,5.877735781779639,4.07753744390572
358.0,5.8805329864007,4.07753744390572
359.0,5.883322388488279,4.07753744390572
360.0,5.886104031450156,4.07753744390572
361.0,5.8888779583328805,4.0943445622221
362.0,5.8916442118257715,4.0943445622221
363.0,5.8944028342648505,4.0943445622221
364.0,5.8971538676367405,4.0943445622221
365.0,5.8998973535824915,4.0943445622221
366.0,5.902633333401366,4.0943445622221
367.0,5.905361848054571,4.0943445622221
368.0,5.908082938168931,4.0943445622221
369.0,5.910796644040527,4.0943445622221
370.0,5.91350300563827,4.0943445622221
371.0,5.916202062607435,4.0943445622221
372.0,5.918893854273146,4.0943445622221
373.0,5.921578419643816,4.0943445622221
374.0,5.924255797414532,4.0943445622221
375.0,5.926926025970411,4.0943445622221
376.0,5.929589143389895,4.0943445622221
377.0,5.932245187448011,4.0943445622221
378.0,5.934894195619588,4.0943445622221
379.0,5.937536205082426,4.0943445622221
380.0,5.940171252720432,4.0943445622221
381.0,5.942799375126701,4.0943445622221
382.0,5.945420608606575,4.0943445622221
383.0,5.948034989180646,4.0943445622221
384.0,5.950642552587727,4.0943445622221
385.0,5.953243334287785,4.0943445622221
386.0,5.955837369464831,4.0943445622221
387.0,5.958424693029782,4.0943445622221
388.0,5.961005339623274,4.0943445622221
389.0,5.963579343618446,4.0943445622221
390.0,5.966146739123692,4.0943445622221
391.0,5.968707559985366,4.0943445622221
392.0,5.971261839790462,4.0943445622221
393.0,5.973809611869261,4.0943445622221
394.0,5.976350909297934,4.0943445622221
395.0,5.978885764901122,4.0943445622221
396.0,5.981414211254481,4.0943445622221
397.0,5.983936280687191,4.0943445622221
398.0,5.986452005284438,4.0943445622221
399.0,5.988961416889864,4.0943445622221
400.0,5.991464547107982,4.0943445622221
401.0,5.993961427306569,4.0943445622221
402.0,5.996452088619021,4.0943445622221
403.0,5.998936561946683,4.0943445622221
404.0,6.0014148779611505,4.0943445622221
405.0,6.003887067106539,4.0943445622221
406.0,6.0063531596017325,4.0943445622221
407.0,6.008813185442595,4.0943445622221
408.0,6.0112671744041615,4.0943445622221
409.0,6.013715156042802,4.0943445622221
410.0,6.016157159698354,4.0943445622221
411.0,6.018593214496234,4.0943445622221
412.0,6.021023349349527,4.0943445622221
413.0,6.023447592961033,4.0943445622221
414.0,6.025865973825314,4.0943445622221
415.0,6.028278520230698,4.0943445622221
416.0,6.030685260261263,4.0943445622221
417.0,6.0330862217988015,4.0943445622221
418.0,6.035481432524756,4.0943445622221
419.0,6.037870919922137,4.0943445622221
420.0,6.040254711277414,4.0943445622221
421.0,6.042632833682381,4.0943445622221
422.0,6.045005314036012,4.0943445622221
423.0,6.0473721790462776,4.0943445622221
424.0,6.049733455231958,4.0943445622221
425.0,6.052089168924417,4.0943445622221
426.0,6.054439346269371,4.0943445622221
427.0,6.056784013228625,4.0943445622221
428.0,6.059123195581797,4.0943445622221
429.0,6.061456918928017,4.0943445622221
430.0,6.063785208687608,4.0943445622221
431.0,6.066108090103747,4.0943445622221
432.0,6.068425588244111,4.127134385045092
433.0,6.07073772800249,4.127134385045092
434.0,6.073044534100405,4.127134385045092
435.0,6.075346031088684,4.127134385045092
436.0,6.077642243349034,4.127134385045092
437.0,6.07993319509559,4.127134385045092
438.0,6.082218910376446,4.127134385045092
439.0,6.0844994130751715,4.127134385045092
440.0,6.0867747269123065,4.127134385045092
441.0,6.089044875446846,4.127134385045092
442.0,6.091309882077698,4.127134385045092
443.0,6.093569770045136,4.127134385045092
444.0,6.095824562432225,4.127134385045092
445.0,6.09807428216624,4.127134385045092
446.0,6.100318952020064,4.127134385045092
447.0,6.102558594613569,4.127134385045092
448.0,6.104793232414985,4.127134385045092
449.0,6.1070228877422545,4.127134385045092
450.0,6.1092475827643655,4.143134726391533
451.0,6.111467339502679,4.143134726391533
452.0,6.113682179832232,4.143134726391533
453.0,6.115892125483034,4.143134726391533
454.0,6.118097198041348,4.143134726391533
455.0,6.12029741895095,4.143134726391533
456.0,6.1224928095143865,4.143134726391533
457.0,6.124683390894205,4.143134726391533
458.0,6.126869184114185,4.143134726391533
459.0,6.129050210060545,4.143134726391533
460.0,6.131226489483141,4.143134726391533
461.0,6.133398042996649,4.143134726391533
462.0,6.135564891081739,4.143134726391533
463.0,6.137727054086234,4.143134726391533
464.0,6.139884552226255,4.143134726391533
465.0,6.142037405587356,4.143134726391533
466.0,6.144185634125646,4.143134726391533
467.0,6.1463292576688975,4.143134726391533
468.0,6.148468295917647,4.143134726391533
469.0,6.150602768446279,4.143134726391533
470.0,6.152732694704104,4.143134726391533
471.0,6.154858094016418,4.143134726391533
472.0,6.156978985585555,4.143134726391533
473.0,6.159095388491933,4.143134726391533
474.0,6.161207321695077,4.1588830833596715
475.0,6.163314804034641,4.1588830833596715
476.0,6.16541785423142,4.1588830833596715
477.0,6.1675164908883415,4.1588830833596715
478.0,6.169610732491456,4.1588830833596715
479.0,6.171700597410915,4.1588830833596715
480.0,6.173786103901937,4.1588830833596715
481.0,6.175867270105761,4.1588830833596715
482.0,6.1779441140506,4.1588830833596715
483.0,6.180016653652572,4.1588830833596715
484.0,6.182084906716632,4.1588830833596715
485.0,6.184148890937483,4.1588830833596715
486.0,6.186208623900494,4.1588830833596715
487.0,6.18826412308259,4.1588830833596715
488.0,6.1903154058531475,4.1588830833596715
489.0,6.192362489474872,4.1588830833596715
490.0,6.194405391104672,4.1588830833596715
491.0,6.19644412779452,4.1588830833596715
492.0,6.198478716492308,4.1588830833596715
493.0,6.20050917404269,4.1588830833596715
494.0,6.202535517187923,4.1588830833596715
495.0,6.20455776256869,4.174387269895637
496.0,6.206575926724928,4.174387269895637
497.0,6.208590026096629,4.174387269895637
498.0,6.210600077024653,4.174387269895637
499.0,6.212606095751519,4.174387269895637
500.0,6.214608098422191,4.174387269895637
501.0,6.2166061010848646,4.174387269895637
502.0,6.218600119691729,4.174387269895637
503.0,6.220590170099739,4.174387269895637
504.0,6.222576268071369,4.174387269895637
505.0,6.22455842927536,4.174387269895637
506.0,6.226536669287466,4.189654742026425
507.0,6.2285110035911835,4.189654742026425
508.0,6.230481447578482,4.189654742026425
509.0,6.2324480165505225,4.189654742026425
510.0,6.234410725718371,4.219507705176107
511.0,6.236369590203704,4.219507705176107
512.0,6.238324625039508,4.219507705176107
513.0,6.240275845170769,4.219507705176107
514.0,6.2422232654551655,4.23410650459726
515.0,6.244166900663736,4.23410650459726
516.0,6.246106765481563,4.23410650459726
517.0,6.248042874508429,4.23410650459726
518.0,6.249975242259483,4.23410650459726
519.0,6.251903883165888,4.23410650459726
520.0,6.253828811575473,4.248495242049359
521.0,6.255750041753367,4.248495242049359
522.0,6.257667587882639,4.248495242049359
523.0,6.259581464064923,4.248495242049359
524.0,6.261491684321042,4.248495242049359
525.0,6.263398262591624,4.248495242049359
526.0,6.26530121273771,4.248495242049359
527.0,6.267200548541362,4.248495242049359
528.0,6.269096283706261,4.248495242049359
529.0,6.270988431858299,4.248495242049359
530.0,6.272877006546167,4.248495242049359
531.0,6.274762021241939,4.248495242049359
532.0,6.2766434893416445,4.248495242049359
533.0,6.278521424165844,4.248495242049359
534.0,6.280395838960195,4.248495242049359
535.0,6.282266746896006,4.248495242049359
536.0,6.284134161070802,4.248495242049359
537.0,6.285998094508865,4.248495242049359
538.0,6.2878585601617845,4.248495242049359
539.0,6.289715570908998,4.248495242049359
540.0,6.29156913955832,4.248495242049359
541.0,6.293419278846481,4.248495242049359
542.0,6.295266001439646,4.248495242049359
543.0,6.297109319933935,4.248495242049359
544.0,6.298949246855942,4.2626798770413155
545.0,6.300785794663244,4.2626798770413155
546.0,6.302618975744905,4.2626798770413155
547.0,6.304448802421981,4.2626798770413155
548.0,6.306275286948016,4.2626798770413155
549.0,6.3080984415095305,4.2626798770413155
550.0,6.309918278226516,4.2626798770413155
551.0,6.311734809152915,4.276666119016055
552.0,6.313548046277095,4.276666119016055
553.0,6.315358001522335,4.276666119016055
554.0,6.317164686747284,4.276666119016055
555.0,6.318968113746434,4.290459441148391
556.0,6.320768294250582,4.290459441148391
557.0,6.322565239927284,4.290459441148391
558.0,6.324358962381311,4.290459441148391
559.0,6.326149473155099,4.290459441148391
560.0,6.327936783729195,4.290459441148391
561.0,6.329720905522696,4.290459441148391
562.0,6.331501849893691,4.290459441148391
563.0,6.333279628139691,4.290459441148391
564.0,6.335054251498059,4.290459441148391
565.0,6.336825731146441,4.290459441148391
566.0,6.338594078203183,4.290459441148391
567.0,6.340359303727752,4.290459441148391
568.0,6.342121418721152,4.290459441148391
569.0,6.343880434126331,4.290459441148391
570.0,6.345636360828596,4.290459441148391
571.0,6.3473892096560105,4.290459441148391
572.0,6.349138991379798,4.290459441148391
573.0,6.35088571671474,4.290459441148391
574.0,6.352629396319567,4.290459441148391
575.0,6.354370040797351,4.290459441148391
576.0,6.3561076606958915,4.290459441148391
577.0,6.3578422665081,4.290459441148391
578.0,6.359573868672378,4.290459441148391
579.0,6.361302477572996,4.290459441148391
580.0,6.363028103540465,4.290459441148391
581.0,6.364750756851911,4.290459441148391
582.0,6.366470447731438,4.30406509320417
583.0,6.368187186350492,4.30406509320417
584.0,6.369900982828227,4.30406509320417
585.0,6.371611847231857,4.30406509320417
586.0,6.373319789577012,4.30406509320417
587.0,6.375024819828097,4.30406509320417
588.0,6.376726947898627,4.30406509320417
589.0,6.3784261836515865,4.30406509320417
590.0,6.380122536899765,4.30406509320417
591.0,6.3818160174060985,4.30406509320417
592.0,6.3835066348840055,4.30406509320417
593.0,6.385194398997726,4.30406509320417
594.0,6.386879319362645,4.30406509320417
595.0,6.38856140554563,4.30406509320417
596.0,6.39024066706535,4.30406509320417
597.0,6.391917113392602,4.31748811353631
598.0,6.393590753950631,4.31748811353631
599.0,6.395261598115449,4.330733340286331
600.0,6.396929655216146,4.343805421853684
601.0,6.398594934535208,4.343805421853684
602.0,6.400257445308821,4.343805421853684
603.0,6.401917196727186,4.343805421853684
604.0,6.403574197934815,4.343805421853684
605.0,6.405228458030842,4.343805421853684
606.0,6.406879986069314,4.343805421853684
607.0,6.408528791059498,4.343805421853684
608.0,6.410174881966167,4.343805421853684
609.0,6.411818267709897,4.343805421853684
610.0,6.413458957167357,4.356708826689592
611.0,6.415096959171596,4.356708826689592
612.0,6.416732282512326,4.3694478524670215
613.0,6.418364935936212,4.3694478524670215
614.0,6.419994928147142,4.3694478524670215
615.0,6.421622267806518,4.3694478524670215
616.0,6.423246963533519,4.3694478524670215
617.0,6.424869023905388,4.3694478524670215
618.0,6.42648845745769,4.3694478524670215
619.0,6.428105272684596,4.3694478524670215
620.0,6.429719478039138,4.3694478524670215
621.0,6.431331081933479,4.3694478524670215
622.0,6.432940092739179,4.3694478524670215
623.0,6.434546518787453,4.3694478524670215
624.0,6.436150368369428,4.3694478524670215
625.0,6.437751649736401,4.3694478524670215
626.0,6.439350371100098,4.3694478524670215
627.0,6.440946540632921,4.3694478524670215
628.0,6.4425401664681985,4.3694478524670215
629.0,6.444131256700441,4.3694478524670215
630.0,6.4457198193855785,4.3694478524670215
631.0,6.447305862541213,4.3694478524670215
632.0,6.448889394146858,4.3694478524670215
633.0,6.450470422144176,4.3694478524670215
634.0,6.452048954437226,4.3694478524670215
635.0,6.453624998892692,4.3694478524670215
636.0,6.455198563340122,4.3694478524670215
637.0,6.456769655572163,4.3694478524670215
638.0,6.45833828334479,4.3694478524670215
639.0,6.459904454377535,4.3694478524670215
640.0,6.461468176353717,4.3694478524670215
641.0,6.46302945692067,4.3694478524670215
642.0,6.464588303689961,4.3694478524670215
643.0,6.466144724237619,4.3694478524670215
644.0,6.467698726104354,4.394449154672439
645.0,6.4692503167957724,4.394449154672439
646.0,6.470799503782602,4.394449154672439
647.0,6.472346294500901,4.394449154672439
648.0,6.473890696352274,4.394449154672439
649.0,6.47543271670409,4.394449154672439
650.0,6.476972362889683,4.394449154672439
651.0,6.478509642208569,4.394449154672439
652.0,6.480044561926653,4.394449154672439
653.0,6.481577129276431,4.394449154672439
654.0,6.483107351457199,4.394449154672439
655.0,6.484635235635252,4.394449154672439
656.0,6.486160788944089,4.406719247264253
657.0,6.48768401848461,4.406719247264253
658.0,6.489204931325317,4.406719247264253
659.0,6.490723534502507,4.406719247264253
660.0,6.492239835020471,4.406719247264253
661.0,6.493753839851686,4.406719247264253
662.0,6.495265555937008,4.406719247264253
663.0,6.4967749901858625,4.406719247264253
664.0,6.498282149476434,4.406719247264253
665.0,6.499787040655854,4.406719247264253
666.0,6.501289670540389,4.406719247264253
