recorder Number of active agents
Timestamp: 21 de jan de 2021 19:58:24
ConsLimit: 4
ConsolidationLimit: 500
Consolidationrandom: 50
D: 4
DecayStartPoint: 1000
Decayrandom: 40
FindspaceSteps: 2
FindspaceSteps2: 2
FindspaceSteps3: 2
Log: 0
NumAgents: 100
PercentageBlue: 50
PercentageYellow: 40
Percentagered: 10
Pred: 7
Predrandom: 25
SpaceSize: 51


"tick","total active agents","red active agents","yellow active agents","blue active agents"
654.0,100.0,10.0,40.0,50.0
655.0,100.0,10.0,40.0,50.0
656.0,100.0,10.0,40.0,50.0
657.0,100.0,10.0,40.0,50.0
658.0,100.0,10.0,40.0,50.0
659.0,100.0,10.0,40.0,50.0
660.0,100.0,10.0,40.0,50.0
661.0,100.0,10.0,40.0,50.0
662.0,100.0,10.0,40.0,50.0
663.0,100.0,10.0,40.0,50.0
664.0,100.0,10.0,40.0,50.0
665.0,100.0,10.0,40.0,50.0
666.0,100.0,10.0,40.0,50.0
667.0,100.0,10.0,40.0,50.0
668.0,100.0,10.0,40.0,50.0
669.0,100.0,10.0,40.0,50.0
670.0,100.0,10.0,40.0,50.0
671.0,100.0,10.0,40.0,50.0
672.0,100.0,10.0,40.0,50.0
673.0,100.0,10.0,40.0,50.0
674.0,100.0,10.0,40.0,50.0
675.0,100.0,10.0,40.0,50.0
676.0,100.0,10.0,40.0,50.0
677.0,100.0,10.0,40.0,50.0
678.0,100.0,10.0,40.0,50.0
679.0,100.0,10.0,40.0,50.0
680.0,100.0,10.0,40.0,50.0
681.0,100.0,10.0,40.0,50.0
682.0,100.0,10.0,40.0,50.0
683.0,100.0,10.0,40.0,50.0
684.0,100.0,10.0,40.0,50.0
685.0,100.0,10.0,40.0,50.0
686.0,100.0,10.0,40.0,50.0
687.0,100.0,10.0,40.0,50.0
688.0,100.0,10.0,40.0,50.0
689.0,100.0,10.0,40.0,50.0
690.0,100.0,10.0,40.0,50.0
691.0,100.0,10.0,40.0,50.0
692.0,100.0,10.0,40.0,50.0
693.0,100.0,10.0,40.0,50.0
694.0,100.0,10.0,40.0,50.0
695.0,100.0,10.0,40.0,50.0
696.0,100.0,10.0,40.0,50.0
697.0,100.0,10.0,40.0,50.0
698.0,100.0,10.0,40.0,50.0
699.0,100.0,10.0,40.0,50.0
700.0,100.0,10.0,40.0,50.0
701.0,100.0,10.0,40.0,50.0
702.0,100.0,10.0,40.0,50.0
703.0,100.0,10.0,40.0,50.0
704.0,100.0,10.0,40.0,50.0
705.0,100.0,10.0,40.0,50.0
706.0,100.0,10.0,40.0,50.0
707.0,100.0,10.0,40.0,50.0
708.0,100.0,10.0,40.0,50.0
709.0,100.0,10.0,40.0,50.0
710.0,100.0,10.0,40.0,50.0
711.0,100.0,10.0,40.0,50.0
712.0,100.0,10.0,40.0,50.0
713.0,100.0,10.0,40.0,50.0
714.0,100.0,10.0,40.0,50.0
715.0,100.0,10.0,40.0,50.0
