recorder Number of inactive agents
Timestamp: 21 de jan de 2021 19:58:25
ConsLimit: 4
ConsolidationLimit: 500
Consolidationrandom: 50
D: 4
DecayStartPoint: 1000
Decayrandom: 40
FindspaceSteps: 2
FindspaceSteps2: 2
FindspaceSteps3: 2
Log: 0
NumAgents: 100
PercentageBlue: 50
PercentageYellow: 40
Percentagered: 10
Pred: 7
Predrandom: 25
SpaceSize: 51


"tick","total inactive agents","red inactive agents","yellow inactive agents","blue inactive agents","cyan inactive agents","green inactive agents"
454.0,63.0,1.0,6.0,16.0,40.0,0.0
455.0,63.0,1.0,6.0,16.0,40.0,0.0
456.0,63.0,1.0,6.0,16.0,40.0,0.0
457.0,63.0,1.0,6.0,16.0,40.0,0.0
458.0,63.0,1.0,6.0,16.0,40.0,0.0
459.0,63.0,1.0,6.0,16.0,40.0,0.0
460.0,63.0,1.0,6.0,16.0,40.0,0.0
461.0,63.0,1.0,6.0,16.0,40.0,0.0
462.0,63.0,1.0,6.0,16.0,40.0,0.0
463.0,63.0,1.0,6.0,16.0,40.0,0.0
464.0,63.0,1.0,6.0,16.0,40.0,0.0
465.0,63.0,1.0,6.0,16.0,40.0,0.0
466.0,63.0,1.0,6.0,16.0,40.0,0.0
467.0,63.0,1.0,6.0,16.0,40.0,0.0
468.0,63.0,1.0,6.0,16.0,40.0,0.0
469.0,63.0,1.0,6.0,16.0,40.0,0.0
470.0,63.0,1.0,6.0,16.0,40.0,0.0
471.0,63.0,1.0,6.0,16.0,40.0,0.0
472.0,63.0,1.0,6.0,16.0,40.0,0.0
473.0,63.0,1.0,6.0,16.0,40.0,0.0
474.0,64.0,1.0,6.0,17.0,40.0,0.0
475.0,64.0,1.0,6.0,17.0,40.0,0.0
476.0,64.0,1.0,6.0,17.0,40.0,0.0
477.0,64.0,1.0,6.0,17.0,40.0,0.0
478.0,64.0,1.0,6.0,17.0,40.0,0.0
479.0,64.0,1.0,6.0,17.0,40.0,0.0
480.0,64.0,1.0,6.0,17.0,40.0,0.0
481.0,64.0,1.0,6.0,17.0,40.0,0.0
482.0,64.0,1.0,6.0,17.0,40.0,0.0
483.0,64.0,1.0,6.0,17.0,40.0,0.0
484.0,64.0,1.0,6.0,17.0,40.0,0.0
485.0,64.0,1.0,6.0,17.0,40.0,0.0
486.0,64.0,1.0,6.0,17.0,40.0,0.0
487.0,64.0,1.0,6.0,17.0,40.0,0.0
488.0,64.0,1.0,6.0,17.0,40.0,0.0
489.0,64.0,1.0,6.0,17.0,40.0,0.0
490.0,64.0,1.0,6.0,17.0,40.0,0.0
491.0,64.0,1.0,6.0,17.0,40.0,0.0
492.0,64.0,1.0,6.0,17.0,40.0,0.0
493.0,64.0,1.0,6.0,17.0,40.0,0.0
494.0,64.0,1.0,6.0,17.0,40.0,0.0
495.0,65.0,2.0,6.0,17.0,40.0,0.0
496.0,65.0,2.0,6.0,17.0,40.0,0.0
497.0,65.0,2.0,6.0,17.0,40.0,0.0
498.0,65.0,2.0,6.0,17.0,40.0,0.0
499.0,65.0,2.0,6.0,17.0,40.0,0.0
500.0,65.0,2.0,6.0,17.0,40.0,0.0
501.0,65.0,2.0,6.0,17.0,40.0,0.0
502.0,65.0,2.0,6.0,17.0,40.0,0.0
503.0,65.0,2.0,6.0,17.0,40.0,0.0
504.0,65.0,2.0,6.0,17.0,40.0,0.0
505.0,65.0,2.0,6.0,17.0,40.0,0.0
506.0,66.0,3.0,6.0,17.0,40.0,0.0
507.0,66.0,3.0,6.0,17.0,40.0,0.0
508.0,66.0,3.0,6.0,17.0,40.0,0.0
509.0,66.0,3.0,6.0,17.0,40.0,0.0
510.0,68.0,3.0,6.0,19.0,40.0,0.0
511.0,68.0,3.0,6.0,19.0,40.0,0.0
512.0,68.0,3.0,6.0,19.0,40.0,0.0
513.0,68.0,3.0,6.0,19.0,40.0,0.0
514.0,69.0,3.0,7.0,19.0,40.0,0.0
515.0,69.0,3.0,7.0,19.0,40.0,0.0
516.0,69.0,3.0,7.0,19.0,40.0,0.0
517.0,69.0,3.0,7.0,19.0,40.0,0.0
518.0,69.0,3.0,7.0,19.0,40.0,0.0
519.0,69.0,3.0,7.0,19.0,40.0,0.0
520.0,70.0,3.0,7.0,20.0,40.0,0.0
521.0,70.0,3.0,7.0,20.0,40.0,0.0
522.0,70.0,3.0,7.0,20.0,40.0,0.0
523.0,70.0,3.0,7.0,20.0,40.0,0.0
524.0,70.0,3.0,7.0,20.0,40.0,0.0
525.0,70.0,3.0,7.0,20.0,40.0,0.0
526.0,70.0,3.0,7.0,20.0,40.0,0.0
527.0,70.0,3.0,7.0,20.0,40.0,0.0
528.0,70.0,3.0,7.0,20.0,40.0,0.0
529.0,70.0,3.0,7.0,20.0,40.0,0.0
530.0,70.0,3.0,7.0,20.0,40.0,0.0
531.0,70.0,3.0,7.0,20.0,40.0,0.0
532.0,70.0,3.0,7.0,20.0,40.0,0.0
533.0,70.0,3.0,7.0,20.0,40.0,0.0
534.0,70.0,3.0,7.0,20.0,40.0,0.0
535.0,70.0,3.0,7.0,20.0,40.0,0.0
536.0,70.0,3.0,7.0,20.0,40.0,0.0
537.0,70.0,3.0,7.0,20.0,40.0,0.0
538.0,70.0,3.0,7.0,20.0,40.0,0.0
539.0,70.0,3.0,7.0,20.0,40.0,0.0
540.0,70.0,3.0,7.0,20.0,40.0,0.0
541.0,70.0,3.0,7.0,20.0,40.0,0.0
542.0,70.0,3.0,7.0,20.0,40.0,0.0
543.0,70.0,3.0,7.0,20.0,40.0,0.0
544.0,71.0,3.0,8.0,20.0,40.0,0.0
545.0,71.0,3.0,8.0,20.0,40.0,0.0
546.0,71.0,3.0,8.0,20.0,40.0,0.0
547.0,71.0,3.0,8.0,20.0,40.0,0.0
548.0,71.0,3.0,8.0,20.0,40.0,0.0
549.0,71.0,3.0,8.0,20.0,40.0,0.0
550.0,71.0,3.0,8.0,20.0,40.0,0.0
551.0,72.0,3.0,9.0,20.0,40.0,0.0
552.0,72.0,3.0,9.0,18.0,42.0,0.0
553.0,72.0,3.0,9.0,17.0,43.0,0.0
554.0,72.0,3.0,9.0,17.0,43.0,0.0
555.0,73.0,3.0,9.0,18.0,43.0,0.0
556.0,73.0,3.0,9.0,18.0,43.0,0.0
557.0,73.0,3.0,9.0,18.0,43.0,0.0
558.0,73.0,3.0,9.0,18.0,43.0,0.0
559.0,73.0,3.0,9.0,18.0,43.0,0.0
560.0,73.0,3.0,9.0,18.0,43.0,0.0
561.0,73.0,3.0,9.0,18.0,43.0,0.0
562.0,73.0,3.0,9.0,18.0,43.0,0.0
563.0,73.0,3.0,9.0,18.0,43.0,0.0
564.0,73.0,3.0,9.0,18.0,43.0,0.0
565.0,73.0,3.0,9.0,18.0,43.0,0.0
566.0,73.0,3.0,9.0,18.0,43.0,0.0
567.0,73.0,3.0,9.0,18.0,43.0,0.0
568.0,73.0,3.0,9.0,18.0,43.0,0.0
569.0,73.0,3.0,9.0,18.0,43.0,0.0
570.0,73.0,3.0,9.0,18.0,43.0,0.0
571.0,73.0,3.0,9.0,18.0,43.0,0.0
572.0,73.0,3.0,9.0,18.0,43.0,0.0
573.0,73.0,3.0,9.0,18.0,43.0,0.0
574.0,73.0,3.0,9.0,18.0,43.0,0.0
575.0,73.0,3.0,9.0,18.0,43.0,0.0
576.0,73.0,3.0,9.0,18.0,43.0,0.0
577.0,73.0,3.0,9.0,18.0,43.0,0.0
578.0,73.0,3.0,9.0,18.0,43.0,0.0
579.0,73.0,3.0,9.0,18.0,43.0,0.0
580.0,73.0,3.0,9.0,18.0,43.0,0.0
581.0,73.0,3.0,9.0,18.0,43.0,0.0
582.0,74.0,4.0,9.0,18.0,43.0,0.0
583.0,74.0,4.0,9.0,18.0,43.0,0.0
584.0,74.0,4.0,9.0,18.0,43.0,0.0
585.0,74.0,4.0,9.0,18.0,43.0,0.0
586.0,74.0,4.0,9.0,18.0,43.0,0.0
587.0,74.0,4.0,9.0,18.0,43.0,0.0
588.0,74.0,4.0,9.0,18.0,43.0,0.0
589.0,74.0,4.0,9.0,18.0,43.0,0.0
590.0,74.0,4.0,9.0,18.0,43.0,0.0
591.0,74.0,4.0,9.0,18.0,43.0,0.0
592.0,74.0,4.0,9.0,18.0,43.0,0.0
593.0,74.0,4.0,9.0,18.0,43.0,0.0
594.0,74.0,4.0,9.0,18.0,43.0,0.0
595.0,74.0,4.0,9.0,18.0,43.0,0.0
596.0,74.0,4.0,9.0,18.0,43.0,0.0
597.0,75.0,4.0,9.0,19.0,43.0,0.0
598.0,75.0,4.0,9.0,19.0,43.0,0.0
599.0,76.0,4.0,9.0,20.0,43.0,0.0
600.0,77.0,4.0,10.0,20.0,43.0,0.0
601.0,77.0,4.0,10.0,20.0,43.0,0.0
602.0,77.0,4.0,10.0,20.0,43.0,0.0
603.0,77.0,4.0,10.0,19.0,44.0,0.0
604.0,77.0,4.0,10.0,19.0,44.0,0.0
605.0,77.0,4.0,10.0,19.0,44.0,0.0
606.0,77.0,4.0,10.0,19.0,44.0,0.0
607.0,77.0,4.0,10.0,19.0,44.0,0.0
608.0,77.0,4.0,10.0,19.0,44.0,0.0
609.0,77.0,4.0,10.0,19.0,44.0,0.0
610.0,78.0,4.0,10.0,19.0,45.0,0.0
611.0,78.0,4.0,10.0,19.0,45.0,0.0
612.0,79.0,4.0,10.0,20.0,45.0,0.0
613.0,79.0,4.0,10.0,20.0,45.0,0.0
614.0,79.0,4.0,10.0,20.0,45.0,0.0
615.0,79.0,4.0,10.0,20.0,45.0,0.0
616.0,79.0,4.0,10.0,20.0,45.0,0.0
617.0,79.0,4.0,10.0,19.0,46.0,0.0
618.0,79.0,4.0,10.0,19.0,46.0,0.0
619.0,79.0,4.0,10.0,19.0,46.0,0.0
620.0,79.0,4.0,10.0,19.0,46.0,0.0
621.0,79.0,4.0,10.0,19.0,46.0,0.0
622.0,79.0,4.0,10.0,19.0,46.0,0.0
623.0,79.0,4.0,10.0,19.0,46.0,0.0
624.0,79.0,4.0,10.0,19.0,46.0,0.0
625.0,79.0,4.0,10.0,19.0,46.0,0.0
626.0,79.0,4.0,10.0,19.0,46.0,0.0
627.0,79.0,4.0,10.0,19.0,46.0,0.0
628.0,79.0,4.0,10.0,19.0,46.0,0.0
629.0,79.0,4.0,10.0,19.0,46.0,0.0
630.0,79.0,4.0,10.0,19.0,46.0,0.0
631.0,79.0,4.0,10.0,19.0,46.0,0.0
632.0,79.0,4.0,10.0,19.0,46.0,0.0
633.0,79.0,4.0,10.0,19.0,46.0,0.0
634.0,79.0,4.0,10.0,19.0,46.0,0.0
635.0,79.0,4.0,10.0,19.0,46.0,0.0
636.0,79.0,4.0,10.0,19.0,46.0,0.0
637.0,79.0,4.0,10.0,19.0,46.0,0.0
638.0,79.0,4.0,10.0,19.0,46.0,0.0
639.0,79.0,4.0,10.0,19.0,46.0,0.0
640.0,79.0,4.0,10.0,19.0,46.0,0.0
641.0,79.0,4.0,10.0,19.0,46.0,0.0
642.0,79.0,4.0,10.0,19.0,46.0,0.0
643.0,79.0,4.0,10.0,19.0,46.0,0.0
644.0,81.0,4.0,11.0,20.0,46.0,0.0
645.0,81.0,4.0,11.0,20.0,46.0,0.0
646.0,81.0,4.0,11.0,20.0,46.0,0.0
647.0,81.0,4.0,11.0,20.0,46.0,0.0
648.0,81.0,4.0,11.0,20.0,46.0,0.0
649.0,81.0,4.0,11.0,20.0,46.0,0.0
650.0,81.0,4.0,11.0,20.0,46.0,0.0
651.0,81.0,4.0,11.0,20.0,46.0,0.0
652.0,81.0,4.0,11.0,20.0,46.0,0.0
653.0,81.0,4.0,11.0,20.0,46.0,0.0
654.0,81.0,4.0,11.0,20.0,46.0,0.0
655.0,81.0,4.0,11.0,20.0,46.0,0.0
656.0,82.0,4.0,12.0,20.0,46.0,0.0
657.0,82.0,4.0,12.0,20.0,46.0,0.0
658.0,82.0,4.0,12.0,20.0,46.0,0.0
659.0,82.0,4.0,12.0,20.0,46.0,0.0
660.0,82.0,4.0,12.0,20.0,46.0,0.0
661.0,82.0,4.0,12.0,20.0,46.0,0.0
662.0,82.0,4.0,12.0,20.0,46.0,0.0
663.0,82.0,4.0,12.0,20.0,46.0,0.0
664.0,82.0,4.0,12.0,20.0,46.0,0.0
665.0,82.0,4.0,12.0,20.0,46.0,0.0
666.0,82.0,4.0,12.0,20.0,46.0,0.0
667.0,83.0,4.0,12.0,21.0,46.0,0.0
668.0,83.0,4.0,12.0,21.0,46.0,0.0
669.0,84.0,4.0,12.0,22.0,46.0,0.0
670.0,84.0,4.0,12.0,22.0,46.0,0.0
671.0,84.0,4.0,12.0,22.0,46.0,0.0
672.0,84.0,4.0,12.0,22.0,46.0,0.0
673.0,84.0,4.0,12.0,22.0,46.0,0.0
674.0,84.0,4.0,12.0,22.0,46.0,0.0
675.0,84.0,4.0,12.0,22.0,46.0,0.0
676.0,84.0,4.0,12.0,22.0,46.0,0.0
677.0,84.0,4.0,12.0,22.0,46.0,0.0
678.0,84.0,4.0,12.0,22.0,46.0,0.0
679.0,84.0,4.0,12.0,22.0,46.0,0.0
680.0,85.0,4.0,12.0,23.0,46.0,0.0
681.0,85.0,4.0,12.0,23.0,46.0,0.0
682.0,85.0,4.0,12.0,23.0,46.0,0.0
683.0,85.0,4.0,12.0,23.0,46.0,0.0
684.0,85.0,4.0,12.0,23.0,46.0,0.0
685.0,85.0,4.0,12.0,23.0,46.0,0.0
686.0,85.0,4.0,12.0,23.0,46.0,0.0
687.0,85.0,4.0,12.0,23.0,46.0,0.0
688.0,85.0,4.0,12.0,23.0,46.0,0.0
689.0,86.0,4.0,12.0,24.0,46.0,0.0
690.0,86.0,4.0,12.0,24.0,46.0,0.0
691.0,86.0,4.0,12.0,24.0,46.0,0.0
692.0,87.0,5.0,12.0,24.0,46.0,0.0
693.0,87.0,5.0,12.0,24.0,46.0,0.0
694.0,89.0,5.0,13.0,24.0,47.0,0.0
695.0,89.0,5.0,13.0,24.0,47.0,0.0
696.0,91.0,5.0,13.0,26.0,47.0,0.0
697.0,91.0,5.0,13.0,26.0,47.0,0.0
698.0,93.0,5.0,14.0,27.0,47.0,0.0
699.0,93.0,5.0,14.0,27.0,47.0,0.0
700.0,93.0,5.0,14.0,27.0,47.0,0.0
701.0,94.0,5.0,14.0,28.0,47.0,0.0
702.0,94.0,5.0,14.0,28.0,47.0,0.0
703.0,94.0,5.0,14.0,27.0,48.0,0.0
704.0,94.0,5.0,14.0,27.0,48.0,0.0
705.0,94.0,5.0,14.0,27.0,48.0,0.0
706.0,94.0,5.0,14.0,27.0,48.0,0.0
707.0,94.0,5.0,14.0,27.0,48.0,0.0
708.0,94.0,5.0,14.0,27.0,48.0,0.0
709.0,94.0,5.0,14.0,27.0,48.0,0.0
710.0,94.0,5.0,14.0,27.0,48.0,0.0
711.0,94.0,5.0,14.0,27.0,48.0,0.0
712.0,94.0,5.0,14.0,27.0,48.0,0.0
713.0,94.0,5.0,14.0,27.0,48.0,0.0
714.0,95.0,5.0,14.0,28.0,48.0,0.0
715.0,95.0,5.0,14.0,28.0,48.0,0.0
